run_id,mutation_scalar,use_ecm,valley_reaper,seed,generations_run,final_peaks_colonized,time_to_blanket,per_peak_convergence,colonization_source,occupancy_distribution
s0.25_ecm1_top_fitness_03,0.25,1,top_fitness,233755832,500,1,,"{""0"": 215}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_random_03,0.25,0,random,2805380827,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_random_03,0.25,1,random,4056521758,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_random_01,1.0,1,random,3075996831,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.5_ecm1_top_fitness_03,0.5,1,top_fitness,3809168667,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_03,0.5,0,top_fitness,4088248260,500,1,,"{""0"": 255}","{""0"": ""valley""}","{""4"": 10, ""1"": 10, ""0"": 10, ""3"": 10, ""2"": 10}"
s0.5_ecm0_random_03,0.5,0,random,3069506598,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.0_ecm0_top_fitness_03,1.0,0,top_fitness,2644302505,500,1,,"{""0"": 303}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_top_fitness_02,1.5,1,top_fitness,206409447,500,0,,{},{},"{""4"": 10, ""1"": 10, ""0"": 10, ""3"": 10, ""2"": 10}"
s1.0_ecm0_random_03,1.0,0,random,2604738009,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.0_ecm1_top_fitness_03,1.0,1,top_fitness,340235807,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm1_random_03,0.5,1,random,2564102399,500,1,,"{""1"": 413}","{""1"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_top_fitness_03,1.5,0,top_fitness,332138190,500,0,,{},{},"{""4"": 10, ""0"": 10, ""2"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm0_random_03,1.5,0,random,4032272286,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_random_02,1.0,1,random,3863822471,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s0.25_ecm1_top_fitness_04,0.25,1,top_fitness,2791076815,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_top_fitness_04,0.25,0,top_fitness,984971579,500,1,,"{""0"": 363}","{""0"": ""valley""}","{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_random_01,1.5,1,random,3364790632,500,0,,{},{},"{""4"": 10, ""1"": 10, ""0"": 10, ""3"": 10, ""2"": 10}"
s0.25_ecm0_random_04,0.25,0,random,3651742644,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_top_fitness_04,0.5,0,top_fitness,3061068091,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_random_04,0.5,0,random,1859613048,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.25_ecm1_random_04,0.25,1,random,3404970721,500,0,,{},{},"{""4"": 10, ""0"": 10, ""2"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm1_top_fitness_04,0.5,1,top_fitness,2906616948,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.0_ecm0_top_fitness_04,1.0,0,top_fitness,2709473617,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.5_ecm1_top_fitness_03,1.5,1,top_fitness,206300930,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_random_04,1.0,0,random,3605269287,500,0,,{},{},"{""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_random_02,1.5,1,random,2870146736,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.5_ecm0_top_fitness_04,1.5,0,top_fitness,4108050226,500,0,,{},{},"{""3"": 10, ""0"": 10, ""1"": 10, ""4"": 10, ""2"": 10}"
s0.5_ecm1_random_04,0.5,1,random,3594470258,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.5_ecm0_random_04,1.5,0,random,4066981671,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.0_ecm1_top_fitness_04,1.0,1,top_fitness,4170327692,500,1,,"{""0"": 212}","{""0"": ""valley""}","{""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_top_fitness_05,0.25,1,top_fitness,3461429681,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.25_ecm0_top_fitness_05,0.25,0,top_fitness,2315984987,500,1,,"{""4"": 476}","{""4"": ""valley""}","{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s0.25_ecm0_random_05,0.25,0,random,1573747794,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_random_05,0.25,1,random,2942440210,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_random_03,1.0,1,random,3674196982,500,0,,{},{},"{""1"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10}"
s0.5_ecm0_top_fitness_05,0.5,0,top_fitness,2999799091,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm1_top_fitness_05,0.5,1,top_fitness,3552256543,500,1,,"{""0"": 147}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.5_ecm1_top_fitness_04,1.5,1,top_fitness,824483939,500,0,,{},{},"{""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_random_05,0.5,0,random,1855314955,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.0_ecm0_top_fitness_05,1.0,0,top_fitness,1052987444,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_random_05,1.0,0,random,966854577,500,0,,{},{},"{""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10, ""0"": 10}"
s1.5_ecm1_random_03,1.5,1,random,1642647283,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_top_fitness_05,1.0,1,top_fitness,4139803800,500,1,,"{""0"": 336}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_top_fitness_05,1.5,0,top_fitness,263517096,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm1_random_05,0.5,1,random,1560928433,500,1,,"{""0"": 483}","{""0"": ""valley""}","{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_random_05,1.5,0,random,3717997,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_top_fitness_06,0.25,0,top_fitness,381852501,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_top_fitness_06,0.25,1,top_fitness,258011579,500,1,,"{""0"": 193}","{""0"": ""valley""}","{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.25_ecm0_random_06,0.25,0,random,1247886571,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_random_04,1.0,1,random,3461646858,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_06,0.5,0,top_fitness,2624659306,500,1,,"{""0"": 200}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.25_ecm1_random_06,0.25,1,random,810815585,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm1_top_fitness_06,0.5,1,top_fitness,816431152,500,1,,"{""0"": 375}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_random_06,0.5,0,random,3814317751,500,0,,{},{},"{""3"": 10, ""1"": 10, ""2"": 10, ""4"": 10, ""0"": 10}"
s1.5_ecm1_top_fitness_05,1.5,1,top_fitness,3368007690,500,0,,{},{},"{""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_top_fitness_06,1.0,0,top_fitness,920000479,500,1,,"{""0"": 354}","{""0"": ""valley""}","{""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_random_06,1.0,0,random,2173462251,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s0.5_ecm1_random_06,0.5,1,random,2994567094,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_top_fitness_06,1.0,1,top_fitness,1309390924,500,1,,"{""0"": 352}","{""0"": ""valley""}","{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.5_ecm0_top_fitness_06,1.5,0,top_fitness,2332422351,500,0,,{},{},"{""0"": 10, ""3"": 10, ""4"": 10, ""2"": 10, ""1"": 10}"
s1.5_ecm1_random_04,1.5,1,random,4162626006,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.5_ecm0_random_06,1.5,0,random,4260946496,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_top_fitness_07,0.25,0,top_fitness,3711204948,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_top_fitness_07,0.25,1,top_fitness,998058347,500,1,,"{""0"": 159}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_random_07,0.25,0,random,3793216940,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_random_05,1.0,1,random,4247576930,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.25_ecm1_random_07,0.25,1,random,1232147938,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm1_top_fitness_07,0.5,1,top_fitness,3888665265,500,1,,"{""0"": 169}","{""0"": ""valley""}","{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_top_fitness_07,0.5,0,top_fitness,1714780525,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_random_07,0.5,0,random,1695236830,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_top_fitness_06,1.5,1,top_fitness,1451614726,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_top_fitness_07,1.0,0,top_fitness,2772242725,500,1,,"{""0"": 360}","{""0"": ""valley""}","{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_random_07,1.0,0,random,3202608913,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.5_ecm1_random_05,1.5,1,random,160866307,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_top_fitness_07,1.5,0,top_fitness,668655537,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.0_ecm1_top_fitness_07,1.0,1,top_fitness,152768713,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.5_ecm0_random_07,1.5,0,random,3430844290,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.5_ecm1_random_07,0.5,1,random,307137807,500,1,,"{""0"": 489}","{""0"": ""valley""}","{""4"": 10, ""1"": 10, ""0"": 10, ""3"": 10, ""2"": 10}"
s0.25_ecm0_top_fitness_08,0.25,0,top_fitness,475462799,500,0,,{},{},"{""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_top_fitness_08,0.25,1,top_fitness,2034578166,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_random_08,0.25,0,random,3756167884,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_top_fitness_07,1.5,1,top_fitness,2500429550,500,0,,{},{},"{""4"": 10, ""3"": 10, ""1"": 10, ""0"": 10, ""2"": 10}"
s1.0_ecm1_random_06,1.0,1,random,2446333130,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_top_fitness_08,0.5,0,top_fitness,2706896338,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_random_08,0.5,0,random,3193318719,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_random_08,0.25,1,random,2466336992,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm1_top_fitness_08,0.5,1,top_fitness,13380890,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_top_fitness_08,1.0,0,top_fitness,166969026,500,1,,"{""0"": 354}","{""0"": ""valley""}","{""3"": 10, ""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10}"
s1.0_ecm0_random_08,1.0,0,random,428614537,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.5_ecm1_random_06,1.5,1,random,1365688606,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.0_ecm1_top_fitness_08,1.0,1,top_fitness,1201983412,500,1,,"{""0"": 234}","{""0"": ""valley""}","{""4"": 10, ""1"": 10, ""0"": 10, ""3"": 10, ""2"": 10}"
s1.5_ecm0_top_fitness_08,1.5,0,top_fitness,2637575486,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.5_ecm0_random_08,1.5,0,random,4138977839,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm1_random_08,0.5,1,random,3200021376,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_top_fitness_09,0.25,0,top_fitness,1671015364,500,1,,"{""0"": 232}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_top_fitness_09,0.25,1,top_fitness,3708444093,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_random_09,0.25,0,random,434560996,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_random_09,0.25,1,random,1112591838,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.0_ecm1_random_07,1.0,1,random,216977297,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_top_fitness_08,1.5,1,top_fitness,1617223027,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s0.5_ecm0_top_fitness_09,0.5,0,top_fitness,3147254676,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s0.5_ecm0_random_09,0.5,0,random,1617313231,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm1_top_fitness_09,0.5,1,top_fitness,3910859874,500,1,,"{""0"": 189}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_top_fitness_09,1.0,0,top_fitness,2521957832,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.0_ecm0_random_09,1.0,0,random,509042084,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_random_07,1.5,1,random,1650457512,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.5_ecm0_top_fitness_09,1.5,0,top_fitness,1752854657,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_random_08,1.0,1,random,1856765754,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.5_ecm1_random_09,0.5,1,random,2438896483,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_top_fitness_09,1.0,1,top_fitness,57448680,500,0,,{},{},"{""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_random_09,1.5,0,random,2872000847,500,0,,{},{},"{""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_top_fitness_10,0.25,0,top_fitness,689706606,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_random_10,0.25,0,random,541382773,500,0,,{},{},"{""4"": 10, ""0"": 10, ""2"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm1_top_fitness_10,0.25,1,top_fitness,62469791,500,1,,"{""0"": 394}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_top_fitness_10,0.5,0,top_fitness,1731996307,500,1,,"{""0"": 218}","{""0"": ""valley""}","{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
