run_id,mutation_scalar,use_ecm,valley_reaper,seed,generations_run,final_peaks_colonized,time_to_blanket,per_peak_convergence,colonization_source,occupancy_distribution
s0.5_ecm0_random_10,0.5,0,random,4138617946,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.25_ecm1_random_10,0.25,1,random,1759309956,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.5_ecm1_top_fitness_10,0.5,1,top_fitness,802585953,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.5_ecm1_top_fitness_09,1.5,1,top_fitness,2829119004,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.0_ecm0_top_fitness_10,1.0,0,top_fitness,2586632501,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_random_10,1.0,0,random,3048623484,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_random_08,1.5,1,random,2196660147,500,0,,{},{},"{""0"": 10, ""3"": 10, ""4"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_top_fitness_10,1.5,0,top_fitness,3988636357,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_random_10,1.5,0,random,560720111,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.0_ecm1_top_fitness_10,1.0,1,top_fitness,2103275492,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm1_random_10,0.5,1,random,1724447057,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_top_fitness_11,0.25,0,top_fitness,3934650864,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.25_ecm1_top_fitness_11,0.25,1,top_fitness,2114689979,500,1,,"{""0"": 232}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.25_ecm0_random_11,0.25,0,random,1799537308,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_random_09,1.0,1,random,1720462990,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_top_fitness_11,0.5,0,top_fitness,92604384,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_top_fitness_10,1.5,1,top_fitness,2560674274,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.5_ecm0_random_11,0.5,0,random,185908082,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.25_ecm1_random_11,0.25,1,random,2964782165,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm1_top_fitness_11,0.5,1,top_fitness,2121162257,500,1,,"{""0"": 185}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_top_fitness_11,1.0,0,top_fitness,2611093656,500,1,,"{""0"": 383}","{""0"": ""valley""}","{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.0_ecm0_random_11,1.0,0,random,1748116702,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s0.5_ecm1_random_11,0.5,1,random,1644470308,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.5_ecm1_random_09,1.5,1,random,3581480707,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_top_fitness_11,1.0,1,top_fitness,4159320092,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_top_fitness_11,1.5,0,top_fitness,3993599088,500,0,,{},{},"{""4"": 10, ""3"": 10, ""0"": 10, ""2"": 10, ""1"": 10}"
s1.5_ecm0_random_11,1.5,0,random,3398695960,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_top_fitness_12,0.25,0,top_fitness,826005145,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_top_fitness_12,0.25,1,top_fitness,340285752,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_random_12,0.25,0,random,135135850,500,0,,{},{},"{""4"": 10, ""3"": 10, ""1"": 10, ""0"": 10, ""2"": 10}"
s0.25_ecm1_random_12,0.25,1,random,2541283817,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_top_fitness_12,0.5,0,top_fitness,2358559645,500,1,,"{""0"": 301}","{""0"": ""valley""}","{""4"": 10, ""1"": 10, ""0"": 10, ""3"": 10, ""2"": 10}"
s1.0_ecm1_random_10,1.0,1,random,728439782,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_top_fitness_11,1.5,1,top_fitness,3742626492,500,0,,{},{},"{""3"": 10, ""1"": 10, ""2"": 10, ""4"": 10, ""0"": 10}"
s0.5_ecm1_top_fitness_12,0.5,1,top_fitness,1663513975,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_random_12,0.5,0,random,3179758823,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_top_fitness_12,1.0,0,top_fitness,4290173688,500,1,,"{""0"": 492}","{""0"": ""valley""}","{""3"": 10, ""1"": 10, ""0"": 10, ""4"": 10, ""2"": 10}"
s1.0_ecm0_random_12,1.0,0,random,1866271265,500,0,,{},{},"{""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_top_fitness_12,1.0,1,top_fitness,2011432196,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_random_10,1.5,1,random,4235316783,500,0,,{},{},"{""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_top_fitness_12,1.5,0,top_fitness,3446972135,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.5_ecm0_random_12,1.5,0,random,3660785806,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s0.5_ecm1_random_12,0.5,1,random,1252816207,500,1,,"{""1"": 494}","{""1"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_top_fitness_13,0.25,1,top_fitness,3594557619,500,1,,"{""0"": 394}","{""0"": ""valley""}","{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_top_fitness_13,0.25,0,top_fitness,1775484868,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_random_13,0.25,0,random,3350866261,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_random_11,1.0,1,random,2746497902,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_13,0.5,0,top_fitness,2075869496,500,1,,"{""4"": 256}","{""4"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_random_13,0.25,1,random,1506364213,500,0,,{},{},"{""4"": 10, ""1"": 10, ""0"": 10, ""3"": 10, ""2"": 10}"
s0.5_ecm0_random_13,0.5,0,random,4214752152,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_top_fitness_12,1.5,1,top_fitness,1705978029,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm1_top_fitness_13,0.5,1,top_fitness,1251307837,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_top_fitness_13,1.0,0,top_fitness,2177898847,500,1,,"{""0"": 401}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_random_13,1.0,0,random,1414306064,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.0_ecm1_top_fitness_13,1.0,1,top_fitness,382714573,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_top_fitness_13,1.5,0,top_fitness,4128270187,500,0,,{},{},"{""4"": 10, ""3"": 10, ""1"": 10, ""0"": 10, ""2"": 10}"
s0.5_ecm1_random_13,0.5,1,random,964863831,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.5_ecm0_random_13,1.5,0,random,3377304695,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10}"
s1.5_ecm1_random_11,1.5,1,random,1665545933,500,0,,{},{},"{""0"": 10, ""3"": 10, ""4"": 10, ""2"": 10, ""1"": 10}"
s0.25_ecm1_top_fitness_14,0.25,1,top_fitness,3819051817,500,1,,"{""0"": 181}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_top_fitness_14,0.25,0,top_fitness,3483638912,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_random_14,0.25,0,random,3073712499,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_random_12,1.0,1,random,2073115077,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_top_fitness_14,0.5,0,top_fitness,3595845708,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_random_14,0.25,1,random,68017238,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.5_ecm1_top_fitness_13,1.5,1,top_fitness,3694657693,500,0,,{},{},"{""3"": 10, ""4"": 10, ""2"": 10, ""0"": 10, ""1"": 10}"
s1.5_ecm1_random_12,1.5,1,random,3703077712,500,0,,{},{},"{""3"": 10, ""1"": 10, ""4"": 10, ""0"": 10, ""2"": 10}"
s0.5_ecm0_random_14,0.5,0,random,2665972519,500,0,,{},{},"{""4"": 10, ""1"": 10, ""3"": 10, ""0"": 10, ""2"": 10}"
s1.0_ecm0_top_fitness_14,1.0,0,top_fitness,3167411556,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s0.5_ecm1_top_fitness_14,0.5,1,top_fitness,529776565,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_random_14,1.0,0,random,2110380508,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_top_fitness_14,1.5,0,top_fitness,4033101794,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_random_14,1.5,0,random,96287741,500,0,,{},{},"{""3"": 10, ""0"": 10, ""2"": 10, ""1"": 10, ""4"": 10}"
s0.25_ecm1_top_fitness_15,0.25,1,top_fitness,1738192823,500,1,,"{""0"": 256}","{""0"": ""valley""}","{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.5_ecm1_random_14,0.5,1,random,2339007427,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.0_ecm1_top_fitness_14,1.0,1,top_fitness,1121618256,500,1,,"{""0"": 233}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10}"
s0.25_ecm0_top_fitness_15,0.25,0,top_fitness,4087715967,500,1,,"{""0"": 361}","{""0"": ""valley""}","{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.0_ecm1_random_13,1.0,1,random,3624221488,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_random_15,0.25,0,random,1797679528,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_15,0.5,0,top_fitness,3937865371,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_random_15,0.5,0,random,2999872664,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.25_ecm1_random_15,0.25,1,random,2140612587,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_top_fitness_14,1.5,1,top_fitness,321647216,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s0.5_ecm1_top_fitness_15,0.5,1,top_fitness,1967746052,500,1,,"{""0"": 164}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_top_fitness_15,1.0,0,top_fitness,3419355559,500,1,,"{""0"": 381}","{""0"": ""valley""}","{""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_random_15,1.0,0,random,3065330290,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_top_fitness_15,1.0,1,top_fitness,147759787,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s0.5_ecm1_random_15,0.5,1,random,654383496,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.5_ecm0_top_fitness_15,1.5,0,top_fitness,4154544143,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_random_15,1.5,0,random,373181016,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_top_fitness_16,0.25,1,top_fitness,837358910,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_random_13,1.5,1,random,1986125124,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_top_fitness_16,0.25,0,top_fitness,2081470984,500,0,,{},{},"{""3"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_random_14,1.0,1,random,2066109211,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s0.25_ecm0_random_16,0.25,0,random,2142075410,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_top_fitness_16,0.5,0,top_fitness,4084009272,500,0,,{},{},"{""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_top_fitness_15,1.5,1,top_fitness,1145461213,500,0,,{},{},"{""0"": 10, ""4"": 10, ""2"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm1_random_16,0.25,1,random,1896593117,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_random_16,0.5,0,random,1014757920,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s0.5_ecm1_top_fitness_16,0.5,1,top_fitness,2407074116,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_top_fitness_16,1.0,0,top_fitness,3724290656,500,1,,"{""0"": 317}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.5_ecm1_random_14,1.5,1,random,2805217306,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_random_16,1.0,0,random,2468436927,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.5_ecm0_top_fitness_16,1.5,0,top_fitness,195178230,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.5_ecm0_random_16,1.5,0,random,3525718320,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_top_fitness_17,0.25,1,top_fitness,1058330001,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.0_ecm1_top_fitness_16,1.0,1,top_fitness,1898236695,500,1,,"{""0"": 240}","{""0"": ""valley""}","{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm1_random_16,0.5,1,random,148164092,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_top_fitness_17,0.25,0,top_fitness,882898333,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_random_17,0.25,0,random,668553357,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_top_fitness_16,1.5,1,top_fitness,2243316771,500,0,,{},{},"{""4"": 10, ""0"": 10, ""2"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_17,0.5,0,top_fitness,2185441500,500,1,,"{""0"": 370}","{""0"": ""valley""}","{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s0.5_ecm1_top_fitness_17,0.5,1,top_fitness,2680891983,500,0,,{},{},"{""4"": 10, ""1"": 10, ""0"": 10, ""3"": 10, ""2"": 10}"
s0.5_ecm0_random_17,0.5,0,random,3859661058,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_random_15,1.0,1,random,3257331847,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_random_17,0.25,1,random,2465171718,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.0_ecm0_top_fitness_17,1.0,0,top_fitness,3064204706,500,1,,"{""0"": 312}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.0_ecm0_random_17,1.0,0,random,65438804,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm1_random_17,0.5,1,random,1351736204,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.0_ecm1_top_fitness_17,1.0,1,top_fitness,1659523009,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_top_fitness_17,1.5,0,top_fitness,1730500984,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_random_17,1.5,0,random,2177082064,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_top_fitness_18,0.25,1,top_fitness,3362725905,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_top_fitness_18,0.25,0,top_fitness,787606300,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_random_18,0.25,0,random,660710283,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_random_15,1.5,1,random,821311002,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.0_ecm1_random_16,1.0,1,random,2797012144,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_18,0.5,0,top_fitness,1290833237,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_random_18,0.25,1,random,2720378829,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_top_fitness_17,1.5,1,top_fitness,3443626799,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_random_18,0.5,0,random,3993903821,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_top_fitness_18,1.0,0,top_fitness,2252909753,500,0,,{},{},"{""4"": 10, ""3"": 10, ""1"": 10, ""0"": 10, ""2"": 10}"
s0.5_ecm1_top_fitness_18,0.5,1,top_fitness,2036549262,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_random_18,1.0,0,random,2182081322,500,0,,{},{},"{""4"": 10, ""3"": 10, ""0"": 10, ""2"": 10, ""1"": 10}"
s0.5_ecm1_random_18,0.5,1,random,601540858,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.5_ecm1_random_16,1.5,1,random,515749928,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.0_ecm1_top_fitness_18,1.0,1,top_fitness,1259225102,500,1,,"{""0"": 308}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_top_fitness_18,1.5,0,top_fitness,2517749586,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.5_ecm0_random_18,1.5,0,random,209841321,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10}"
s0.25_ecm1_top_fitness_19,0.25,1,top_fitness,671826546,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_top_fitness_19,0.25,0,top_fitness,4125544921,500,1,,"{""4"": 254}","{""4"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm0_random_19,0.25,0,random,3143959644,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_random_17,1.0,1,random,3881377880,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.25_ecm1_random_19,0.25,1,random,3718218921,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_top_fitness_19,0.5,0,top_fitness,2389091033,500,1,,"{""0"": 224}","{""0"": ""valley""}","{""4"": 10, ""3"": 10, ""0"": 10, ""2"": 10, ""1"": 10}"
s0.5_ecm1_top_fitness_19,0.5,1,top_fitness,2986315386,500,1,,"{""3"": 489}","{""3"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s0.5_ecm0_random_19,0.5,0,random,2117955061,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm0_top_fitness_19,1.0,0,top_fitness,3345620348,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_random_17,1.5,1,random,1203746406,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.0_ecm0_random_19,1.0,0,random,3566253409,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.5_ecm1_top_fitness_18,1.5,1,top_fitness,2876542042,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s1.5_ecm0_top_fitness_19,1.5,0,top_fitness,4148684211,500,0,,{},{},"{""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm0_random_19,1.5,0,random,4012229424,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
s0.5_ecm1_random_19,0.5,1,random,2743807999,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.0_ecm1_top_fitness_19,1.0,1,top_fitness,2678514825,500,1,,"{""0"": 480}","{""0"": ""valley""}","{""4"": 10, ""0"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.0_ecm1_random_18,1.0,1,random,1408576031,500,0,,{},{},"{""4"": 10, ""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10}"
s1.5_ecm1_top_fitness_19,1.5,1,top_fitness,1760948698,500,0,,{},{},"{""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_random_18,1.5,1,random,3541960901,500,0,,{},{},"{""3"": 10, ""2"": 10, ""4"": 10, ""1"": 10, ""0"": 10}"
s1.0_ecm1_random_19,1.0,1,random,871460516,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""2"": 10}"
s1.5_ecm1_random_19,1.5,1,random,2764698973,500,0,,{},{},"{""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""2"": 10}"
