run_id,mutation_scalar,use_ecm,valley_reaper,valley_capacity,seed,generations_run,final_peaks_colonized,time_to_blanket,per_peak_convergence,colonization_source,occupancy_distribution
s0.5_ecm1_top_fitness_vc500_03,0.5,1,top_fitness,500,949921454,500,1,,"{""4"": 399}","{""4"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm1_top_fitness_vc50_03,1.0,1,top_fitness,50,3997018946,500,1,,"{""1"": 209}","{""1"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm1_top_fitness_vc0_04,0.5,1,top_fitness,0,891723022,500,1,,"{""2"": 421}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm0_top_fitness_vc500_03,1.0,0,top_fitness,500,3535798801,500,1,,"{""2"": 224}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""0"": 10}"
s1.0_ecm1_top_fitness_vc500_02,1.0,1,top_fitness,500,1206303613,500,0,,{},{},"{""2"": 10, ""3"": 10, ""0"": 10, ""4"": 10, ""1"": 10}"
s0.5_ecm1_top_fitness_vc50_04,0.5,1,top_fitness,50,2537722316,500,1,,"{""2"": 186}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_vc0_04,0.5,0,top_fitness,0,3744894217,500,0,,{},{},"{""2"": 10, ""0"": 10, ""1"": 10, ""4"": 10, ""3"": 10}"
s1.0_ecm1_top_fitness_vc500_01,1.0,1,top_fitness,500,3208527462,500,1,,"{""0"": 278}","{""0"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_vc50_04,0.5,0,top_fitness,50,2603647746,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_vc200_04,0.5,0,top_fitness,200,306463856,500,1,,"{""2"": 162}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm1_top_fitness_vc200_04,0.5,1,top_fitness,200,3141854906,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm1_top_fitness_vc200_03,1.0,1,top_fitness,200,1004438960,500,1,,"{""2"": 137}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm0_top_fitness_vc0_04,1.0,0,top_fitness,0,687850244,500,0,,{},{},"{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm0_top_fitness_vc50_04,1.0,0,top_fitness,50,793405702,500,0,,{},{},"{""2"": 10, ""1"": 10, ""3"": 10, ""4"": 10, ""0"": 10}"
s1.0_ecm1_top_fitness_vc0_04,1.0,1,top_fitness,0,4011730461,500,1,,"{""1"": 495}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_vc500_04,0.5,0,top_fitness,500,2474658794,500,1,,"{""2"": 173}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm1_top_fitness_vc0_05,0.5,1,top_fitness,0,3872276806,500,1,,"{""4"": 484}","{""4"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm1_top_fitness_vc50_04,1.0,1,top_fitness,50,1291080627,500,1,,"{""3"": 361}","{""3"": ""valley""}","{""2"": 10, ""1"": 10, ""3"": 10, ""4"": 10, ""0"": 10}"
s1.0_ecm0_top_fitness_vc200_04,1.0,0,top_fitness,200,1884465340,500,1,,"{""1"": 310}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm1_top_fitness_vc500_04,0.5,1,top_fitness,500,207081974,500,0,,{},{},"{""0"": 10, ""2"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_vc0_05,0.5,0,top_fitness,0,4260310354,500,0,,{},{},"{""2"": 10, ""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_vc50_05,0.5,0,top_fitness,50,693831234,500,1,,"{""2"": 165}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm1_top_fitness_vc50_05,0.5,1,top_fitness,50,258246483,500,1,,"{""3"": 497}","{""3"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm0_top_fitness_vc500_04,1.0,0,top_fitness,500,4195701805,500,1,,"{""2"": 201}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm1_top_fitness_vc500_03,1.0,1,top_fitness,500,3597957995,500,2,,"{""2"": 183, ""1"": 420}","{""2"": ""valley"", ""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_vc200_05,0.5,0,top_fitness,200,814637960,500,1,,"{""2"": 354}","{""2"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm1_top_fitness_vc200_05,0.5,1,top_fitness,200,2808783455,500,1,,"{""2"": 143}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm1_top_fitness_vc200_04,1.0,1,top_fitness,200,1363617823,500,1,,"{""2"": 183}","{""2"": ""valley""}","{""2"": 10, ""3"": 10, ""4"": 10, ""1"": 10, ""0"": 10}"
s1.0_ecm0_top_fitness_vc0_05,1.0,0,top_fitness,0,1236432083,500,0,,{},{},"{""2"": 10, ""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_vc500_05,0.5,0,top_fitness,500,2782161595,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm1_top_fitness_vc0_05,1.0,1,top_fitness,0,2237586518,500,1,,"{""1"": 338}","{""1"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm0_top_fitness_vc50_05,1.0,0,top_fitness,50,1827154068,500,1,,"{""2"": 336}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm0_top_fitness_vc200_05,1.0,0,top_fitness,200,3160005718,500,0,,{},{},"{""2"": 10, ""1"": 10, ""4"": 10, ""0"": 10, ""3"": 10}"
s0.5_ecm1_top_fitness_vc0_06,0.5,1,top_fitness,0,615880119,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm1_top_fitness_vc500_05,0.5,1,top_fitness,500,948104926,500,1,,"{""2"": 124}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm1_top_fitness_vc50_05,1.0,1,top_fitness,50,2907276152,500,1,,"{""1"": 181}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm0_top_fitness_vc0_06,0.5,0,top_fitness,0,2457374664,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm0_top_fitness_vc50_06,0.5,0,top_fitness,50,2775285845,500,1,,"{""2"": 258}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm1_top_fitness_vc50_06,0.5,1,top_fitness,50,3490440211,500,1,,"{""3"": 340}","{""3"": ""valley""}","{""2"": 10, ""0"": 10, ""1"": 10, ""3"": 10, ""4"": 10}"
s1.0_ecm0_top_fitness_vc500_05,1.0,0,top_fitness,500,4250161143,500,1,,"{""2"": 211}","{""2"": ""valley""}","{""2"": 10, ""3"": 10, ""1"": 10, ""4"": 10, ""0"": 10}"
s0.5_ecm0_top_fitness_vc200_06,0.5,0,top_fitness,200,905553683,500,1,,"{""3"": 331}","{""3"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm1_top_fitness_vc200_05,1.0,1,top_fitness,200,80125085,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm1_top_fitness_vc500_04,1.0,1,top_fitness,500,1328506046,500,0,,{},{},"{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm1_top_fitness_vc0_06,1.0,1,top_fitness,0,1490985708,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm1_top_fitness_vc200_06,0.5,1,top_fitness,200,1923796317,500,1,,"{""1"": 227}","{""1"": ""valley""}","{""2"": 10, ""1"": 10, ""4"": 10, ""3"": 10, ""0"": 10}"
s1.0_ecm0_top_fitness_vc0_06,1.0,0,top_fitness,0,3669184740,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm0_top_fitness_vc500_06,0.5,0,top_fitness,500,2561971488,500,1,,"{""2"": 156}","{""2"": ""valley""}","{""0"": 10, ""2"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
