run_id,mutation_scalar,use_ecm,valley_reaper,seed,generations_run,final_peaks_colonized,time_to_blanket,per_peak_convergence,colonization_source,occupancy_distribution
s1.0_ecm0_top_fitness_01,1.0,0,top_fitness,1472049452,500,1,,"{""2"": 264}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm0_random_01,1.0,0,random,3854023837,500,0,,{},{},"{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s1.5_ecm1_top_fitness_00,1.5,1,top_fitness,2933065388,500,1,,"{""1"": 293}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm1_random_01,0.5,1,random,1785652720,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm1_top_fitness_01,1.0,1,top_fitness,3738164035,500,2,,"{""2"": 250, ""1"": 443}","{""2"": ""valley"", ""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.5_ecm0_top_fitness_01,1.5,0,top_fitness,3549527269,500,0,,{},{},"{""2"": 10, ""0"": 10, ""3"": 10, ""4"": 10, ""1"": 10}"
s1.5_ecm0_random_01,1.5,0,random,450999179,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm1_top_fitness_02,0.25,1,top_fitness,835430032,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm0_top_fitness_02,0.25,0,top_fitness,917737772,500,1,,"{""2"": 151}","{""2"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm0_random_02,0.25,0,random,649023305,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm1_random_00,1.0,1,random,490424343,500,2,,"{""2"": 430, ""1"": 495}","{""2"": ""valley"", ""1"": ""valley""}","{""0"": 10, ""4"": 10, ""2"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm1_random_02,0.25,1,random,3493449268,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm1_top_fitness_02,0.5,1,top_fitness,2002127053,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm0_top_fitness_02,0.5,0,top_fitness,1574778014,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm0_random_02,0.5,0,random,1870228522,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.5_ecm1_top_fitness_01,1.5,1,top_fitness,3818730872,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm0_top_fitness_02,1.0,0,top_fitness,2041807518,500,1,,"{""2"": 255}","{""2"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm0_random_02,1.0,0,random,3877277363,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s0.5_ecm1_random_02,0.5,1,random,1174589121,500,2,,"{""1"": 410, ""2"": 491}","{""1"": ""valley"", ""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm0_top_fitness_02,1.5,0,top_fitness,1457954092,500,0,,{},{},"{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm1_top_fitness_02,1.0,1,top_fitness,863628707,500,1,,"{""1"": 124}","{""1"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm1_random_00,1.5,1,random,2090092863,500,0,,{},{},"{""2"": 10, ""1"": 10, ""0"": 10, ""4"": 10, ""3"": 10}"
s1.5_ecm0_random_02,1.5,0,random,1213173760,500,0,,{},{},"{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm1_random_01,1.0,1,random,3075996831,500,1,,"{""1"": 172}","{""1"": ""valley""}","{""2"": 10, ""1"": 10, ""3"": 10, ""0"": 10, ""4"": 10}"
s0.25_ecm1_top_fitness_03,0.25,1,top_fitness,233755832,500,1,,"{""2"": 341}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm0_top_fitness_03,0.25,0,top_fitness,1211109482,500,1,,"{""2"": 193}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm0_random_03,0.25,0,random,2805380827,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_03,0.5,0,top_fitness,4088248260,500,1,,"{""2"": 146}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm1_top_fitness_03,0.5,1,top_fitness,3809168667,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm1_random_03,0.25,1,random,4056521758,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_random_03,0.5,0,random,3069506598,500,2,,"{""3"": 486, ""4"": 488}","{""3"": ""valley"", ""4"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm0_top_fitness_03,1.0,0,top_fitness,2644302505,500,1,,"{""2"": 238}","{""2"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm1_top_fitness_02,1.5,1,top_fitness,206409447,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm0_random_03,1.0,0,random,2604738009,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm1_random_03,0.5,1,random,2564102399,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.5_ecm0_top_fitness_03,1.5,0,top_fitness,332138190,500,0,,{},{},"{""2"": 10, ""4"": 10, ""1"": 10, ""0"": 10, ""3"": 10}"
s1.5_ecm1_random_01,1.5,1,random,3364790632,500,1,,"{""1"": 392}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm1_random_02,1.0,1,random,3863822471,500,1,,"{""1"": 297}","{""1"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s1.5_ecm0_random_03,1.5,0,random,4032272286,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm1_top_fitness_03,1.0,1,top_fitness,340235807,500,1,,"{""1"": 159}","{""1"": ""valley""}","{""2"": 10, ""1"": 10, ""3"": 10, ""0"": 10, ""4"": 10}"
s0.25_ecm0_top_fitness_04,0.25,0,top_fitness,984971579,500,1,,"{""2"": 196}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm0_random_04,0.25,0,random,3651742644,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm1_top_fitness_04,0.25,1,top_fitness,2791076815,500,1,,"{""2"": 176}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_04,0.5,0,top_fitness,3061068091,500,0,,{},{},"{""2"": 10, ""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10}"
s0.25_ecm1_random_04,0.25,1,random,3404970721,500,1,,"{""2"": 426}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_random_04,0.5,0,random,1859613048,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm1_top_fitness_04,0.5,1,top_fitness,2906616948,500,1,,"{""3"": 242}","{""3"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm0_top_fitness_04,1.0,0,top_fitness,2709473617,500,1,,"{""2"": 214}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.5_ecm1_top_fitness_03,1.5,1,top_fitness,206300930,500,1,,"{""1"": 141}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm0_random_04,1.0,0,random,3605269287,500,0,,{},{},"{""2"": 10, ""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10}"
s1.0_ecm1_top_fitness_04,1.0,1,top_fitness,4170327692,500,1,,"{""2"": 234}","{""2"": ""valley""}","{""1"": 10, ""3"": 10, ""4"": 10, ""2"": 10, ""0"": 10}"
s0.5_ecm1_random_04,0.5,1,random,3594470258,500,1,,"{""2"": 365}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.5_ecm0_top_fitness_04,1.5,0,top_fitness,4108050226,500,1,,"{""1"": 342}","{""1"": ""valley""}","{""2"": 10, ""0"": 10, ""1"": 10, ""4"": 10, ""3"": 10}"
s1.0_ecm1_random_03,1.0,1,random,3674196982,500,2,,"{""1"": 173, ""3"": 371}","{""1"": ""valley"", ""3"": ""valley""}","{""2"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""0"": 10}"
s1.5_ecm0_random_04,1.5,0,random,4066981671,500,0,,{},{},"{""2"": 10, ""4"": 10, ""1"": 10, ""0"": 10, ""3"": 10}"
s1.5_ecm1_random_02,1.5,1,random,2870146736,500,1,,"{""1"": 483}","{""1"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm1_top_fitness_05,0.25,1,top_fitness,3461429681,500,1,,"{""2"": 166}","{""2"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm0_top_fitness_05,0.25,0,top_fitness,2315984987,500,1,,"{""2"": 334}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm0_random_05,0.25,0,random,1573747794,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_05,0.5,0,top_fitness,2999799091,500,1,,"{""2"": 145}","{""2"": ""valley""}","{""0"": 10, ""2"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm1_top_fitness_05,0.5,1,top_fitness,3552256543,500,2,,"{""2"": 172, ""1"": 494}","{""2"": ""valley"", ""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm1_random_05,0.25,1,random,2942440210,500,1,,"{""1"": 326}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_random_05,0.5,0,random,1855314955,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm0_top_fitness_05,1.0,0,top_fitness,1052987444,500,0,,{},{},"{""2"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""0"": 10}"
s1.5_ecm1_top_fitness_04,1.5,1,top_fitness,824483939,500,0,,{},{},"{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm0_random_05,1.0,0,random,966854577,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm1_random_05,0.5,1,random,1560928433,500,1,,"{""1"": 349}","{""1"": ""valley""}","{""0"": 10, ""4"": 10, ""2"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm1_top_fitness_05,1.0,1,top_fitness,4139803800,500,1,,"{""1"": 187}","{""1"": ""valley""}","{""2"": 10, ""3"": 10, ""1"": 10, ""0"": 10, ""4"": 10}"
s1.5_ecm0_top_fitness_05,1.5,0,top_fitness,263517096,500,0,,{},{},"{""0"": 10, ""2"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm0_random_05,1.5,0,random,3717997,500,0,,{},{},"{""2"": 10, ""1"": 10, ""3"": 10, ""4"": 10, ""0"": 10}"
s1.0_ecm1_random_04,1.0,1,random,3461646858,500,1,,"{""0"": 498}","{""0"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm0_top_fitness_06,0.25,0,top_fitness,381852501,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm1_top_fitness_06,0.25,1,top_fitness,258011579,500,2,,"{""2"": 135, ""1"": 298}","{""2"": ""valley"", ""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm0_random_06,0.25,0,random,1247886571,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm1_random_06,0.25,1,random,810815585,500,1,,"{""1"": 209}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""0"": 10}"
s0.5_ecm1_top_fitness_06,0.5,1,top_fitness,816431152,500,1,,"{""2"": 177}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm1_top_fitness_05,1.5,1,top_fitness,3368007690,500,1,,"{""1"": 194}","{""1"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm0_top_fitness_06,0.5,0,top_fitness,2624659306,500,0,,{},{},"{""2"": 10, ""1"": 10, ""3"": 10, ""0"": 10, ""4"": 10}"
s1.5_ecm1_random_03,1.5,1,random,1642647283,500,0,,{},{},"{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm0_random_06,0.5,0,random,3814317751,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm0_top_fitness_06,1.0,0,top_fitness,920000479,500,1,,"{""2"": 311}","{""2"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm0_random_06,1.0,0,random,2173462251,500,1,,"{""3"": 436}","{""3"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm1_random_04,1.5,1,random,4162626006,500,1,,"{""1"": 356}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm1_random_05,1.0,1,random,4247576930,500,1,,"{""1"": 362}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.5_ecm0_top_fitness_06,1.5,0,top_fitness,2332422351,500,0,,{},{},"{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm1_random_06,0.5,1,random,2994567094,500,1,,"{""1"": 291}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm1_top_fitness_06,1.0,1,top_fitness,1309390924,500,1,,"{""1"": 373}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm0_random_06,1.5,0,random,4260946496,500,0,,{},{},"{""0"": 10, ""2"": 10, ""1"": 10, ""3"": 10, ""4"": 10}"
s0.25_ecm0_top_fitness_07,0.25,0,top_fitness,3711204948,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm1_top_fitness_07,0.25,1,top_fitness,998058347,500,1,,"{""2"": 149}","{""2"": ""valley""}","{""2"": 10, ""1"": 10, ""3"": 10, ""0"": 10, ""4"": 10}"
s0.25_ecm0_random_07,0.25,0,random,3793216940,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_07,0.5,0,top_fitness,1714780525,500,1,,"{""2"": 133}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm1_random_07,0.25,1,random,1232147938,500,1,,"{""1"": 264}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm0_random_07,0.5,0,random,1695236830,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm1_top_fitness_07,0.5,1,top_fitness,3888665265,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm0_top_fitness_07,1.0,0,top_fitness,2772242725,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm1_top_fitness_06,1.5,1,top_fitness,1451614726,500,1,,"{""1"": 195}","{""1"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm0_random_07,1.0,0,random,3202608913,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm1_random_05,1.5,1,random,160866307,500,0,,{},{},"{""0"": 10, ""4"": 10, ""2"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm1_random_07,0.5,1,random,307137807,500,1,,"{""1"": 242}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm0_top_fitness_07,1.5,0,top_fitness,668655537,500,0,,{},{},"{""2"": 10, ""1"": 10, ""3"": 10, ""0"": 10, ""4"": 10}"
s1.0_ecm1_top_fitness_07,1.0,1,top_fitness,152768713,500,0,,{},{},"{""2"": 10, ""3"": 10, ""1"": 10, ""4"": 10, ""0"": 10}"
s1.5_ecm0_random_07,1.5,0,random,3430844290,500,0,,{},{},"{""2"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""0"": 10}"
s0.25_ecm1_top_fitness_08,0.25,1,top_fitness,2034578166,500,1,,"{""1"": 396}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm0_top_fitness_08,0.25,0,top_fitness,475462799,500,2,,"{""2"": 185, ""4"": 471}","{""2"": ""valley"", ""4"": ""valley""}","{""2"": 10, ""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10}"
s1.0_ecm1_random_06,1.0,1,random,2446333130,500,1,,"{""1"": 352}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm0_random_08,0.25,0,random,3756167884,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_08,0.5,0,top_fitness,2706896338,500,1,,"{""4"": 458}","{""4"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm1_random_08,0.25,1,random,2466336992,500,1,,"{""2"": 350}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm1_top_fitness_08,0.5,1,top_fitness,13380890,500,1,,"{""1"": 438}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm0_random_08,0.5,0,random,3193318719,500,1,,"{""2"": 351}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm0_top_fitness_08,1.0,0,top_fitness,166969026,500,1,,"{""2"": 201}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10}"
s1.0_ecm0_random_08,1.0,0,random,428614537,500,1,,"{""1"": 364}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm1_top_fitness_07,1.5,1,top_fitness,2500429550,500,1,,"{""1"": 199}","{""1"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm1_top_fitness_08,1.0,1,top_fitness,1201983412,500,1,,"{""1"": 262}","{""1"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm1_random_08,0.5,1,random,3200021376,500,2,,"{""2"": 291, ""1"": 456}","{""2"": ""valley"", ""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm0_top_fitness_08,1.5,0,top_fitness,2637575486,500,0,,{},{},"{""2"": 10, ""3"": 10, ""1"": 10, ""0"": 10, ""4"": 10}"
s1.5_ecm0_random_08,1.5,0,random,4138977839,500,0,,{},{},"{""2"": 10, ""4"": 10, ""1"": 10, ""3"": 10, ""0"": 10}"
s0.25_ecm1_top_fitness_09,0.25,1,top_fitness,3708444093,500,1,,"{""2"": 224}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10}"
s1.0_ecm1_random_07,1.0,1,random,216977297,500,2,,"{""1"": 390, ""3"": 455}","{""1"": ""valley"", ""3"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm0_top_fitness_09,0.25,0,top_fitness,1671015364,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm0_random_09,0.25,0,random,434560996,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm1_random_09,0.25,1,random,1112591838,500,2,,"{""3"": 374, ""2"": 403}","{""3"": ""valley"", ""2"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm0_top_fitness_09,0.5,0,top_fitness,3147254676,500,1,,"{""0"": 399}","{""0"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm1_top_fitness_09,0.5,1,top_fitness,3910859874,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.5_ecm1_top_fitness_08,1.5,1,top_fitness,1617223027,500,1,,"{""2"": 395}","{""2"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_random_09,0.5,0,random,1617313231,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.5_ecm1_random_06,1.5,1,random,1365688606,500,0,,{},{},"{""2"": 10, ""1"": 10, ""4"": 10, ""0"": 10, ""3"": 10}"
s1.0_ecm0_top_fitness_09,1.0,0,top_fitness,2521957832,500,1,,"{""2"": 216}","{""2"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm0_random_09,1.0,0,random,509042084,500,0,,{},{},"{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm1_top_fitness_09,1.0,1,top_fitness,57448680,500,1,,"{""2"": 220}","{""2"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm1_random_09,0.5,1,random,2438896483,500,2,,"{""1"": 347, ""2"": 487}","{""1"": ""valley"", ""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm1_random_08,1.0,1,random,1856765754,500,0,,{},{},"{""2"": 10, ""3"": 10, ""1"": 10, ""0"": 10, ""4"": 10}"
s1.5_ecm0_top_fitness_09,1.5,0,top_fitness,1752854657,500,0,,{},{},"{""2"": 10, ""4"": 10, ""3"": 10, ""1"": 10, ""0"": 10}"
s1.5_ecm0_random_09,1.5,0,random,2872000847,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm0_top_fitness_10,0.25,0,top_fitness,689706606,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm1_top_fitness_10,0.25,1,top_fitness,62469791,500,1,,"{""0"": 465}","{""0"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm0_random_10,0.25,0,random,541382773,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm1_random_07,1.5,1,random,1650457512,500,1,,"{""1"": 320}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm0_top_fitness_10,0.5,0,top_fitness,1731996307,500,1,,"{""2"": 162}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm1_random_10,0.25,1,random,1759309956,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm1_top_fitness_10,0.5,1,top_fitness,802585953,500,2,,"{""2"": 156, ""1"": 343}","{""2"": ""valley"", ""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_random_10,0.5,0,random,4138617946,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm0_top_fitness_10,1.0,0,top_fitness,2586632501,500,1,,"{""2"": 269}","{""2"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s1.5_ecm1_top_fitness_09,1.5,1,top_fitness,2829119004,500,1,,"{""1"": 155}","{""1"": ""valley""}","{""2"": 10, ""1"": 10, ""0"": 10, ""4"": 10, ""3"": 10}"
s1.0_ecm0_random_10,1.0,0,random,3048623484,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm1_random_10,0.5,1,random,1724447057,500,2,,"{""1"": 429, ""2"": 430}","{""1"": ""valley"", ""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm1_top_fitness_10,1.0,1,top_fitness,2103275492,500,1,,"{""1"": 248}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
