run_id,topology,use_ecm,scalar,rep,seed,generations_run,final_mean_fitness,final_frac_high,final_peaks_colonized
small_world_ecm0_s1.0_19,small_world,0,1.0,19,2821387311,500,0.90833,1.0,0
complete_ecm0_s0.5_19,complete,0,0.5,19,626768191,500,0.975,1.0,0
random_ecm0_s0.5_19,random,0,0.5,19,1400188310,226,1.0,1.0,1
small_world_ecm1_s1.0_19,small_world,1,1.0,19,1507647447,500,0.88333,0.0,0
random_ecm1_s0.5_19,random,1,0.5,19,1306833405,500,0.99242,0.99,1
random_ecm0_s1.0_19,random,0,1.0,19,2227402401,357,1.0,1.0,1
random_ecm1_s1.0_19,random,1,1.0,19,4105228300,366,1.0,1.0,1
complete_ecm0_s1.0_19,complete,0,1.0,19,1021711416,500,0.91667,1.0,0
complete_ecm1_s1.0_15,complete,1,1.0,15,3326146430,500,0.93443,1.0,0
complete_ecm1_s1.0_18,complete,1,1.0,18,2544183241,500,0.94531,1.0,0
complete_ecm1_s1.0_19,complete,1,1.0,19,45772710,500,0.91667,1.0,0
